"id_version","NC","mWMC","mcBC"
"a770e5314e297ecb76e342e213c552bcaa0f1fbb","1023","19.5083088954057","1.68731850366197"
"229f7b48b33190babb4ea537cbb2e49b4fe0f7b9","1022","19.5205479452055","1.6829525723273"
"46aec2fa3e3386eeed9f19e9c17446837978d3f1","1022","19.5547945205479","1.68290353639377"
"c336dee7e968d9200cbf69e2d79a57b8f624f224","1023","19.5405669599218","1.67323655617252"
"b869a3fe44d9b5e8b848d25b8061a63d3553399c","1029","19.533527696793","1.67022339532947"
"da9420a5cb14a3590529b161f4aa70e1d563cfe1","1005","19.9830845771144","1.62334699817995"
"6221336768a8b97c783f9705ccfbfd43bfa5a13b","985","20.1147208121827","1.62962342129109"
"b6aa471b52a8d0df032ce09e49c143eacc6506ab","987","20.0597771023303","1.62945211514097"
"61f3b48e99ddd733daf435eee2ea1c643c4f6a21","985","20.0568527918782","1.63256172570677"
"7b5428345cedf9ec3e295062523857e7184c5c11","985","20.0558375634518","1.63253152556414"
"a942e6c9e4fab9f68ee4f7739e137cde9fe63e7c","985","20.0558375634518","1.63253152556414"
"6b83197035128701b202d112a935261aa9723fde","990","20.0828282828283","1.64369353799889"
"cb65254c83ba27848719a0d4765348ca3f2bbd5c","990","20.0828282828283","1.64398284533109"
"d09d2ba0eb391a301783d95ce120fb206d3589f6","990","20.0919191919192","1.65354360134745"
"e3fd072ffb23828ec1b428d467de1dc2ff33c41b","990","20.0919191919192","1.65624506179069"
"f90598ffc01e0a01bbf9ac00c525bcb540fc4637","988","20.1295546558704","1.64775333118933"
"c6ce45553e8ff6836d4e06dc14576abddf079192","988","20.1325910931174","1.65055577373364"
"d2d2db28e7ce4f58e8ae2293c3a390f59ad0cf45","988","20.1315789473684","1.6748484206439"
"3b75f318b1df03ef72738ae8c2e35fc779720691","987","20.1519756838906","1.67590434608478"
"59aa1b4b8a0c37213c027f9bde62f4561ab61c74","987","20.4539007092199","1.45562188777915"
"520a4be69ba932061ab9b89f328842caf152e1d9","987","20.450861195542","1.45562671993639"
"e2c1dd1d4fb82fa74d1043983b1b3d36a2f1fe1f","987","20.3525835866261","1.52542663486841"
"d8ee51062cf4add88ffa4d970921c412d3b48f5e","987","20.3657548125633","1.52375945159236"
"13526fe5797f51cd8e42e5ae652fd6ef713f3dcd","987","20.3941236068896","1.49794703021102"
"e57784bee287de230b467604b39ed3f57bc0e432","993","20.3846928499496","1.44688564558477"
"72ada4862ba3ef78899f8e0d69967adacbe0decf","993","20.3846928499496","1.44688564558477"
"a0238d176ac452dcf2e3eaf432011519f2f01a8a","993","20.4330312185297","1.44148482513236"
"5a162d4ca065659997d0d0e72465da5895fd52ae","993","20.4864048338369","1.43522064603755"
"cc8ff6f2d11c521898e3e9388572fe199138ea86","993","20.5075528700906","1.42780178017577"
"a07579eda479d68dd49ec543a14f6b01c87027b4","993","20.5075528700906","1.42778304075897"
"8ae162013c9130d730fb4f677bb5031569572d1f","993","20.5095669687815","1.42885013804902"
"d2c5a790cdd7b6033cdc3a93344955b9fb238ec1","1010","20.6257425742574","1.46199514946109"
"67e7a3e8cec14ef68d19d092fd44e286b6bd04d9","1010","20.6257425742574","1.46199550193566"
"726f7c4ace0e5dff6abe723c110fedd03b3dac52","1010","20.6227722772277","1.46199683156677"
"9c885ff0aeebccd6044e7113e959d9c8edce761d","1010","20.6217821782178","1.46200042137011"
"8a2e412fed0f3f4cc03e19d9b3944c9be504f936","1010","20.6217821782178","1.46165348859821"
"4d4aa89a0b154706d6d4d1076becc71f89b92ed2","1027","20.7341772151899","1.42573034333203"
"bdc5c2f2e3ebab784623daf4efea8b614f5b6cb9","1027","20.7322297955209","1.42573364660764"
"3d21d1d1c07d383ea5d4925bfc7c4befc1b16c26","1027","20.7322297955209","1.42573364660764"
"e5482c57db703ffccff896da70f424ea36cdfee5","1027","20.7322297955209","1.42573364660764"
"e2e9e299eb1e5c611dedb9c8dc360cd3f53a9555","1027","20.7322297955209","1.42573364660764"
"7227af1860ad1099ca1fff1674ca262cb3e66d69","1027","20.7263875365141","1.42573258225682"
"cd15335556ebb0afa93dae14784cd551cf083d24","1030","20.847572815534","1.42223048088004"
"70410ecc64a3d05ce7da2481006386f90a9e95a2","1027","20.8627069133398","1.42623537602074"
"2d64c1b647f7556d2fcd29b1b667f1d903d3cc34","1017","20.9183874139626","1.41342747337317"
"793e91eb224f7a355a74405067a06c1f14a9ddae","1017","20.9154375614553","1.41342872122425"
"e6a0537cc53901f2ad08583182c9da8261f7c75a","1015","20.8827586206897","1.41793122612494"
"bdc600a2ba61527ca1d9cafc3e05e73cc2ace4d3","1015","20.8827586206897","1.41789689029658"
"9f10abdaa33e7f70ec683b426beff92e31119eb9","1015","20.8827586206897","1.41789689029658"
"ca62edbe0ba9d691566238015fffc4079f752c02","1015","20.8788177339901","1.41687072018135"
"57f6c7896ae66435aae13912a8ea92ff1790d313","1015","20.8788177339901","1.41687072018135"
"11bde5e67d58f721f35a1b7e72b6983aada7a625","1015","20.8788177339901","1.41692357406983"
"fcd51e147b632478fc627f6092a9df8076bee3fd","1015","20.8788177339901","1.41692357406983"
"9156d176fa629dd8fc93004b2c458d9b19ad980f","994","20.9496981891348","1.41743383677199"
"5de61f81d4329d1a8cc06eece16e4fc6f3fc7dff","991","20.912209889001","1.41892008643783"
"7a1e73ec3e66694b2038007f6d8478c93d548ecf","990","20.879797979798","1.41277474777935"
"380386ed1dbe5406b0d08e3b0040a9b5c592535a","990","20.879797979798","1.41278103032812"
"f75289b183c6be136e134c6a15b4ba421decbaf2","990","20.879797979798","1.41319026228967"
"63d68b8438ddb94cdade5c88013ddd4e293fbefb","990","20.879797979798","1.41619810540839"
"bf156bc4aa9bdabe345ddea5e0be6ca900447460","990","20.879797979798","1.41722329933098"
"1fa19f7c686522b4bc71c0b004f468e31d36b814","990","20.8818181818182","1.41881262373053"
"153c9f04cb6076debfa0db94701c7ab8bf5f44fe","988","20.9099190283401","1.41986662932207"
"23c22c8643eb4a01e4507facc543bad17253280d","988","20.9099190283401","1.41986651555948"
"06173124944fb2159f4b19efcb2941b1e9326794","987","20.9128672745694","1.42073869681549"
"64559833f359af633ddaeca04178ebf516590c51","987","20.9128672745694","1.42074383333702"
"c28320ba7994b24bf2cfe8ec1da354f222f78e5e","1002","21.0299401197605","1.37322568758242"
"046579158172fdc0627a660b2ec5ddf5008d8b21","1005","21.0686567164179","1.36611487666717"
"5ec0a5bfafa7dc0be7cc21651465397ad184b45b","1010","21.0554455445545","1.36213220379546"
"168550e763332ebfb97d6c22b297bc7c2c4b86a3","1012","21.0928853754941","1.35322970620245"
