id_version,NC,mWMC,mcBC
a770e5314e297ecb76e342e213c552bcaa0f1fbb,1023,19.5083088954057,1.68731850366197
f168bc9ae985757a0549b6b8fbb9bea0cc9afa13,1023,19.5083088954057,1.68731850366197
4dfc412671942c67cdd4bb48fdbac17216599759,1023,19.5083088954057,1.68734777335202
51ea9b8ebcbe20e2d8a8a66b71e3cf92af1aa16b,1023,19.5083088954057,1.68731730977456
eef5f395bc360d532c33dd3b43e4a19bcf41e473,1023,19.5024437927664,1.68733298949401
f838c7d74c0d7f118be4aa42b74b3d7bfebed07e,1023,19.5024437927664,1.68733298949401
6a00ffe8f7d5666dffdb23d3c8150c07cb652920,1023,19.5024437927664,1.68733296678207
7cc03e0ebebb69889204a68e2cf01a1b070a33e3,1023,19.5024437927664,1.68733296678207
88d326de2fbfc4c25941d29a515e55c9edaf3a45,1023,19.5024437927664,1.68502396139862
ffd48b1123840306a077f8bf4a1be1d7f82e3f02,1022,19.5205479452055,1.6829525723273
229f7b48b33190babb4ea537cbb2e49b4fe0f7b9,1022,19.5205479452055,1.6829525723273
2b7df0cec3c8966f0f2e55e7a61cbcf33a06e383,1022,19.5205479452055,1.68296407248474
46aec2fa3e3386eeed9f19e9c17446837978d3f1,1022,19.5547945205479,1.68290353639377
768e0502995a9c55a48fc26d579fe5128ad43539,1022,19.5547945205479,1.68290353639377
9dbb5116060e8579d34c4a3af769648e287cef43,1022,19.5547945205479,1.68290353639377
a27780c821ef9a3a07eff3c997c55e853ac6b6df,1022,19.5547945205479,1.68290360397502
431d33f7300dce4344fbc9f89c5d9096bba06ed5,1022,19.5538160469667,1.68290365995898
5aac9ae42147d34fe175e29af3993172e9c9080a,1022,19.5538160469667,1.68290365995898
4f5ea5ede6cd4d02434dc648b0e8696e4bee43d3,1022,19.5538160469667,1.68290554163895
b372d008db90bb8c919d4b6a636553bd9c2b21e1,1022,19.5538160469667,1.68290752107779
69b996636fe193f3afc565036cb0152f0d61695a,1022,19.5528375733855,1.68290927143467
efae5e517dd80f31bd031cc5b62807be4dc662cc,1022,19.5528375733855,1.68290927143467
fcff7a2ce9ecd27e5b97d118ca0c13426118fe68,1022,19.5499021526419,1.68290935867092
33f9ce07c11098ed4ab502a25f09ea652f743de4,1022,19.5528375733855,1.68290927143467
6a1af18bab8acd118448cc022b05d4e3b3697297,1022,19.5499021526419,1.68290935867092
b3d63c7148e5bbff621fd01e22db69189f09bf89,1022,19.5499021526419,1.68290935867092
5ca5d26bb38bafead25f81e88e0938a5d042c2a4,1022,19.5499021526419,1.68290935867092
eab3f5912f0308b726ec7c3bf4538687ef2578b2,1022,19.5244618395303,1.68316027214224
487f4233916365c6c1b81b04b7ef7b089a2ad136,1022,19.5244618395303,1.68316413453795
66e1f2172c1f189a92d247654b6289f40ea288ad,1022,19.5244618395303,1.68316413453795
57a258177085a4348f56f700e177e0d4cac5f809,1022,19.5244618395303,1.68316416009764
38be7cb105d259c763b3fa32abb8fc6ad0f1a4a7,1022,19.5205479452055,1.6831641529384
5ed43f7b944da6fe579b741b743970203cc7cece,1022,19.5166340508806,1.6831641456513
9020a32e62800916f1897c3eb17c95bf0371230b,1022,19.5166340508806,1.6831641456513
00a25ee1463a35e482cef7f38bb3246a0152ceb0,1022,19.5166340508806,1.68354389066085
acede81e8ae48da521ca3e46534a322da76f96ad,1022,19.5176125244618,1.6835438096368
beb5fe1853b287ab9a26d4d9d7910b8edaf092d1,1022,19.5176125244618,1.68366468081165
e41eaa830d5a7b8a6e641786db74fe9313a6a43b,1022,19.5176125244618,1.68294621115856
4bba2b425dfa9f2b34aec04051a2f27f64204fbc,1022,19.5176125244618,1.6834996899704
f3a1462fe6d50f212ece060e27adafe41fab7f33,1024,19.5126953125,1.68095010505673
1f1a39ba311472fa9c9e19c4e5ad9221ece63185,1024,19.5126953125,1.68124355727197
